"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"2.900","232","0.0000","1","1","0","1","0","1","0","0","0","1","1.15229","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","-0.055","-0.0078","-0.292","228.85","-3.05","-3.023","-1.63","-1.802","288.6","14.91","6.031","0","0","0","0","0.0450","-7.0003460","-7.0003460","2.855","-1.337","1.123","-2.42","80.85","-0.064","0.0703","-0.36","100.00","0.0000","1.0000","222.99","1","0.0000","4","3","5","6","0","10179","0","49.510","8.000","291.06","0.0000","0","97.60","170.5","48.937","0","1.0000","0","2.91","2.91","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","1.66","1.66","25.78","25.78","32","-54.6","53.4","-87.5","74.9","0.0000","-181.11","-0.68","100","17.607","18.093","29.297","27.682","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6814","6899","7138","6825","338.352","338.024","342.435","343.259","21.8420","22.0762","21.0682","21.1696","362.5000","362.5000","362.5000","362.5000","99.9933","99.9866","99.9808","99.9787","0.133","-0.143","-0.190","0.124","-0.047","-0.049","1.277","1.266","70.034","72.260","73.776","74.772","63.07","67.36","80.39","80.52","59.76","63.77","77.34","77.58","57.81","61.61","75.76","76.03","-0.174","-0.081","0.15765","0.15729","1.6000","220.06","220.09","222.89","222.89","-350","3"
"2.950","237","0.0000","1","1","0","1","0","1","0","0","0","1","1.15226","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.043","0.0300","0.005","228.75","-2.93","-2.912","-1.62","-1.804","293.1","14.49","6.253","0","0","0","0","0.0459","-7.0003460","-7.0003460","2.900","-1.342","1.064","-0.79","80.87","-0.006","0.2352","-1.05","100.00","0.0000","1.0000","222.82","1","0.0000","4","3","5","6","0","10171","0","49.508","8.000","291.12","1.0000","0","97.56","173.6","48.878","0","1.0000","0","2.96","2.96","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","5.24","5.24","22.23","22.23","32","-37.7","47.2","-107.8","104.6","0.0000","-181.17","-0.77","100","16.814","16.927","28.799","28.164","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6200","6134","8564","7729","340.594","340.987","338.130","340.470","21.8440","22.0782","21.0714","21.1726","362.5000","362.5000","362.5000","362.5000","99.9933","99.9866","99.9808","99.9786","0.172","-0.099","-0.133","0.168","-0.027","-0.028","1.198","1.161","70.053","72.279","73.808","74.802","63.09","67.32","80.38","80.50","59.78","63.73","77.35","77.56","57.83","61.57","75.76","76.01","-0.189","-0.061","0.15797","0.15725","1.6000","220.15","220.23","222.82","222.82","-350","3"
"3.000","241","0.0000","1","1","0","1","0","1","0","0","0","1","1.15224","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.070","0.0374","-0.276","231.29","-2.96","-2.930","-1.71","-1.580","296.7","14.17","6.423","0","0","0","0","0.0466","-7.0003460","-7.0003460","2.794","-3.535","1.112","0.20","80.88","0.039","0.1782","-1.03","100.00","0.0000","1.0000","222.84","1","0.0000","4","3","5","6","0","10172","0","49.506","8.000","291.17","0.0000","0","97.53","176.2","48.828","0","0.0000","0","3.01","3.01","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","9.00","9.00","23.10","23.10","32","-26.9","37.0","-92.2","116.9","0.0000","-181.21","-0.50","100","15.834","16.130","27.960","28.168","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5298","5285","7963","8297","343.587","343.737","340.186","339.308","21.8454","22.0797","21.0741","21.1753","362.5000","362.5000","362.5000","362.5000","99.9933","99.9866","99.9807","99.9785","0.190","-0.094","-0.112","0.206","-0.028","-0.026","1.237","1.203","70.067","72.294","73.835","74.829","63.09","67.25","80.37","80.50","59.78","63.68","77.34","77.56","57.83","61.51","75.75","76.01","-0.170","-0.077","0.15779","0.15714","1.6000","220.11","220.19","222.86","222.86","-350","3"
"3.050","245","0.0000","1","1","0","1","0","1","0","0","0","1","1.15221","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.069","0.0088","-0.440","232.15","-2.93","-2.923","-1.66","-1.547","300.6","13.82","6.603","0","0","0","0","0.0474","-7.0003460","-7.0003460","2.648","1.141","1.107","0.50","80.88","0.060","0.1439","-0.59","100.00","0.0000","1.0000","223.23","1","0.0000","4","3","5","6","0","10189","0","49.505","8.000","291.19","1.0000","0","97.49","178.9","48.816","0","0.0000","0","3.06","3.06","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","3.84","3.84","28.98","28.98","32","-42.1","48.9","-64.4","80.0","0.0000","-181.26","0.04","100","17.335","17.216","25.909","26.389","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6515","6261","6719","6772","339.243","340.355","343.673","343.708","21.8472","22.0816","21.0767","21.1778","362.5000","362.5000","362.5000","362.5000","99.9932","99.9866","99.9806","99.9785","0.168","-0.102","-0.103","0.210","-0.048","-0.047","1.330","1.310","70.084","72.312","73.861","74.855","63.11","67.21","80.31","80.44","59.79","63.63","77.28","77.51","57.84","61.47","75.70","75.96","-0.133","-0.119","0.15671","0.15630","1.6000","220.19","220.24","223.17","223.17","-350","3"
"3.100","249","0.0000","1","1","0","1","0","1","0","0","0","1","1.15219","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.027","0.0433","0.159","227.73","-3.02","-2.758","-1.70","-1.572","305.2","13.41","6.805","0","0","0","0","0.0482","-7.0003460","-7.0003460","2.734","-1.478","1.185","1.02","80.91","0.053","0.2851","0.17","100.00","0.0000","1.0000","222.84","1","0.0000","4","3","5","6","0","10172","0","49.503","8.000","291.27","0.0000","0","97.45","181.9","48.731","0","0.0000","0","3.11","3.11","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","4.88","4.88","19.58","19.58","32","-37.8","43.9","-116.2","129.6","0.0000","-181.32","0.22","100","17.055","17.425","28.938","29.427","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5861","6399","8886","8976","341.579","340.006","337.413","337.279","21.8492","22.0836","21.0800","21.1812","362.5000","362.5000","362.5000","362.5000","99.9932","99.9866","99.9805","99.9784","0.159","-0.122","-0.123","0.187","-0.026","-0.027","1.148","1.152","70.104","72.332","73.895","74.888","63.13","67.17","80.33","80.47","59.81","63.61","77.30","77.54","57.87","61.45","75.71","75.99","-0.106","-0.146","0.15811","0.15786","1.6000","220.30","220.30","222.86","222.86","-350","3"
"3.150","253","0.0000","1","1","0","1","0","1","0","0","0","1","1.15217","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.042","0.0017","-0.000","227.59","-3.01","-2.873","-1.72","-1.517","308.7","13.09","6.961","0","0","0","0","0.0489","-7.0003460","-7.0003460","2.633","-0.583","1.159","-0.78","80.92","0.028","0.0975","0.05","100.00","0.0000","1.0000","223.04","1","0.0000","4","3","5","6","0","10181","0","49.501","8.000","291.30","1.0000","0","97.42","184.4","48.698","0","0.0000","0","3.16","3.16","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","0.26","0.26","23.32","23.32","32","-42.9","63.0","-90.2","98.5","0.0000","-181.36","-0.41","100","18.523","18.959","28.732","28.984","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6694","7237","7553","7879","338.457","336.899","341.149","340.371","21.8511","22.0856","21.0828","21.1839","362.5000","362.5000","362.5000","362.5000","99.9932","99.9866","99.9805","99.9783","0.187","-0.095","-0.136","0.179","-0.041","-0.046","1.200","1.203","70.122","72.352","73.922","74.915","63.19","67.18","80.33","80.47","59.87","63.61","77.30","77.54","57.91","61.45","75.72","76.00","-0.151","-0.109","0.15773","0.15777","1.6000","220.28","220.28","222.97","222.97","-350","3"
"3.200","257","0.0000","1","1","0","1","0","1","0","0","0","1","1.15214","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.077","0.0324","-0.252","231.29","-3.05","-2.918","-1.76","-1.575","312.8","12.73","7.142","0","0","0","0","0.0497","-7.0003460","-7.0003460","2.621","-3.097","1.160","0.93","80.93","0.030","0.1376","-0.94","100.00","0.0000","1.0000","222.98","1","0.0000","4","3","5","6","0","10178","0","49.499","8.000","291.36","0.0000","0","97.38","187.2","48.645","0","0.0000","0","3.21","3.21","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","8.49","8.49","22.48","22.48","32","-21.8","44.1","-94.9","114.6","0.0000","-181.41","-1.48","100","16.028","16.534","28.471","28.798","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5194","5447","7863","8317","343.870","343.030","340.326","339.046","21.8529","22.0875","21.0860","21.1870","362.5000","362.5000","362.5000","362.5000","99.9932","99.9865","99.9804","99.9783","0.241","-0.050","-0.122","0.192","-0.022","-0.027","1.217","1.187","70.140","72.370","73.954","74.946","63.21","67.13","80.33","80.48","59.89","63.57","77.31","77.55","57.94","61.41","75.72","76.00","-0.223","-0.025","0.15791","0.15748","1.6000","220.28","220.34","222.99","222.99","-350","3"
"3.250","261","0.0000","1","1","0","1","0","1","0","0","0","1","1.15212","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.234","-0.0074","-0.572","234.61","-3.02","-2.815","-1.70","-1.563","316.9","12.36","7.320","0","0","0","0","0.0505","-7.0003460","-7.0003460","2.432","-0.373","1.189","1.62","80.94","0.080","0.1289","-2.63","100.00","0.0000","1.0000","223.46","1","0.0000","4","3","5","6","0","10200","0","49.498","8.000","291.37","1.0000","0","97.34","190.1","48.628","0","0.0000","0","3.26","3.26","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","5.43","5.43","31.09","31.09","32","-16.9","78.3","-40.8","80.3","0.0000","-181.46","-2.39","100","15.941","16.848","25.244","26.231","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5721","6785","5645","6406","342.101","338.898","346.313","344.476","21.8544","22.0892","21.0884","21.1894","362.5000","362.5000","362.5000","362.5000","99.9931","99.9865","99.9804","99.9782","0.305","0.047","-0.046","0.258","-0.040","-0.053","1.402","1.314","70.155","72.386","73.978","74.970","63.22","67.05","80.25","80.41","59.89","63.49","77.23","77.48","57.94","61.34","75.65","75.94","-0.307","0.058","0.15672","0.15587","1.6000","220.23","220.42","223.36","223.36","-350","3"
"3.300","265","0.0000","1","1","0","1","0","1","0","0","0","1","1.15210","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.320","0.0590","0.304","226.60","-3.16","-2.960","-1.93","-1.517","321.1","12.00","7.487","0","0","0","0","0.0513","-7.0003460","-7.0003460","2.581","0.278","1.236","2.21","80.96","0.158","0.4009","-3.22","100.00","0.0000","1.0000","222.93","1","0.0000","4","3","5","6","0","10176","0","49.496","8.000","291.46","0.0000","0","97.31","192.9","48.546","0","0.0000","0","3.31","3.31","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","4.14","4.14","17.17","17.17","32","-17.8","83.6","-97.5","224.6","0.0000","-181.51","-1.84","100","16.504","17.881","27.831","30.204","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5943","6867","9350","10625","341.683","338.344","336.553","332.974","21.8563","22.0912","21.0914","21.1926","362.5000","362.5000","362.5000","362.5000","99.9931","99.9865","99.9803","99.9781","0.325","0.045","0.008","0.324","-0.022","-0.028","1.184","1.081","70.172","72.406","74.008","75.002","63.28","67.01","80.25","80.43","59.95","63.46","77.23","77.51","57.99","61.31","75.65","75.97","-0.289","0.038","0.15896","0.15705","1.6000","220.36","220.61","223.03","223.03","-350","3"
"3.350","269","0.0000","1","1","0","1","0","1","0","0","0","1","1.15207","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.292","0.0093","0.125","226.64","-3.19","-2.890","-1.96","-1.703","325.2","11.66","7.655","0","0","0","0","0.0521","-7.0003460","-7.0003460","2.424","-2.677","1.265","-2.90","80.97","0.193","0.0578","-2.09","100.00","0.0000","1.0000","223.11","1","0.0000","4","3","5","6","0","10184","0","49.494","8.000","291.50","1.0000","0","97.27","195.7","48.493","0","0.0000","0","3.36","3.36","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","-1.06","-1.06","21.56","21.56","32","-35.3","92.7","-70.8","148.9","0.0000","-181.56","-0.18","100","17.783","19.756","28.417","30.957","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6973","7836","7979","8091","337.870","334.884","340.185","339.479","21.8583","22.0935","21.0947","21.1959","362.5000","362.5000","362.5000","362.5000","99.9931","99.9865","99.9802","99.9780","0.269","-0.002","0.024","0.342","-0.046","-0.043","1.228","1.155","70.192","72.428","74.041","75.035","63.37","67.01","80.28","80.49","60.03","63.45","77.25","77.57","58.06","61.30","75.67","76.03","-0.170","-0.089","0.15864","0.15731","1.6000","220.30","220.48","223.06","223.06","-350","3"
"3.400","273","0.0000","1","1","0","1","0","1","0","0","0","1","1.15205","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.155","0.0437","-0.098","230.03","-3.10","-2.889","-1.70","-1.780","329.4","11.31","7.828","0","0","0","0","0.0529","-7.0003460","-7.0003460","2.444","-0.082","1.077","-5.36","80.98","0.140","0.1502","0.44","100.00","0.0000","1.0000","223.16","1","0.0000","4","3","5","6","0","10186","0","49.492","8.000","291.55","0.0000","0","97.23","198.6","48.456","0","0.0000","0","3.41","3.41","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","5.71","5.71","21.65","21.65","32","-33.8","47.4","-90.8","138.8","0.0000","-181.62","1.12","100","16.544","17.910","28.105","28.780","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5634","6130","8685","8282","342.420","340.800","338.106","339.215","21.8601","22.0958","21.0977","21.1988","362.5000","362.5000","362.5000","362.5000","99.9930","99.9865","99.9802","99.9780","0.181","-0.095","-0.048","0.264","-0.030","-0.026","1.183","1.195","70.210","72.451","74.070","75.064","63.41","67.00","80.27","80.49","60.06","63.45","77.24","77.57","58.09","61.30","75.66","76.02","-0.042","-0.210","0.15808","0.15723","1.6000","220.52","220.51","223.20","223.20","-350","3"
"3.450","277","0.0000","1","1","0","1","0","1","0","0","0","1","1.15203","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.006","0.0354","-0.441","234.40","-3.11","-2.945","-1.64","-1.764","332.9","11.02","7.972","0","0","0","0","0.0536","-7.0003460","-7.0003460","2.371","-2.294","0.913","-4.62","81.00","0.039","0.1866","1.39","100.00","0.0000","1.0000","223.28","1","0.0000","4","3","5","6","0","10192","0","49.491","8.000","291.59","1.0000","0","97.20","201.0","48.410","0","0.0000","0","3.46","3.46","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","10.16","10.16","25.49","25.49","32","-29.3","30.6","-90.5","92.8","0.0000","-181.66","0.63","100","15.001","16.393","27.710","27.125","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4936","5065","7679","7334","344.818","344.241","340.956","341.994","21.8615","22.0973","21.1003","21.2012","362.5000","362.5000","362.5000","362.5000","99.9930","99.9865","99.9801","99.9779","0.154","-0.133","-0.143","0.171","-0.034","-0.027","1.232","1.278","70.223","72.465","74.096","75.088","63.38","66.95","80.25","80.46","60.03","63.40","77.23","77.54","58.06","61.25","75.64","76.00","-0.059","-0.185","0.15720","0.15706","1.6000","220.53","220.44","223.28","223.28","-350","3"
"3.500","281","0.0000","1","1","0","1","0","1","0","0","0","1","1.15201","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","-0.041","0.0150","-0.534","236.14","-2.98","-3.019","-1.57","-1.676","337.2","10.67","8.130","0","0","0","0","0.0544","-7.0003460","-7.0003460","2.184","-2.184","0.720","-2.76","81.01","-0.040","0.1846","0.61","100.00","0.0000","1.0000","223.47","1","0.0000","4","3","5","6","0","10200","0","49.489","8.000","291.64","0.0000","0","97.16","204.0","48.358","0","1.0000","0","3.51","3.51","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","8.91","8.91","29.10","29.10","32","-32.9","36.0","-77.5","68.2","0.0000","-181.71","-0.27","100","15.486","15.834","26.655","25.389","0","0","100.00","0.0000","0.0000","0.0000","0.0000","5370","5411","6783","6673","343.256","343.249","343.355","344.008","21.8629","22.0989","21.1032","21.2038","362.5000","362.5000","362.5000","362.5000","99.9930","99.9865","99.9801","99.9779","0.148","-0.130","-0.186","0.128","-0.038","-0.043","1.301","1.323","70.237","72.481","74.125","75.114","63.32","66.87","80.20","80.39","59.98","63.32","77.19","77.47","58.02","61.18","75.61","75.93","-0.135","-0.110","0.15643","0.15633","1.6000","220.53","220.47","223.42","223.42","-350","3"
"3.550","285","0.0000","1","1","0","1","0","1","0","0","0","1","1.15199","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","-0.009","0.0204","0.119","228.88","-3.25","-2.956","-1.64","-1.778","341.5","10.31","8.283","0","0","0","0","0.0552","-7.0003460","-7.0003460","2.166","1.557","0.608","-3.27","81.03","-0.035","0.2730","-0.25","100.00","0.0000","1.0000","223.34","1","0.0000","4","3","5","6","0","10195","0","49.487","8.000","291.70","1.0000","0","97.12","206.8","48.298","0","1.0000","0","3.56","3.56","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","-0.45","-0.45","23.81","23.81","32","-59.5","64.8","-113.2","105.4","0.0000","-181.77","-0.72","100","18.014","19.081","27.934","26.421","0","0","100.00","0.0000","0.0000","0.0000","0.0000","7158","7436","8419","8081","337.186","336.332","339.072","340.026","21.8649","22.1010","21.1061","21.2065","362.5000","362.5000","362.5000","362.5000","99.9930","99.9865","99.9800","99.9778","0.160","-0.112","-0.168","0.145","-0.044","-0.045","1.197","1.188","70.256","72.501","74.154","75.141","63.34","66.85","80.19","80.35","60.00","63.31","77.17","77.44","58.03","61.17","75.60","75.89","-0.176","-0.082","0.15726","0.15661","1.6000","220.64","220.66","223.34","223.34","-350","3"
"3.600","289","0.0000","1","1","0","1","0","1","0","0","0","1","1.15197","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.103","0.0562","0.569","225.02","-3.22","-2.883","-1.85","-1.886","345.5","9.98","8.425","0","0","0","0","0.0560","-7.0003460","-7.0003460","2.300","0.095","0.426","-5.70","81.05","-0.007","0.2355","-1.13","100.00","0.0000","1.0000","223.13","1","0.0000","4","3","5","6","0","10185","0","49.485","8.000","291.78","0.0000","0","97.08","209.6","48.222","0","1.0000","0","3.61","3.61","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","2.12","2.12","14.16","14.16","32","-31.2","54.8","-165.9","168.7","0.0000","-181.82","-1.35","100","18.816","19.509","32.031","30.976","0","0","100.00","0.0000","0.0000","0.0000","0.0000","6158","6248","10452","9693","339.750","340.191","333.224","335.266","21.8672","22.1035","21.1098","21.2101","362.5000","362.5000","362.5000","362.5000","99.9930","99.9865","99.9799","99.9777","0.259","-0.057","-0.125","0.192","-0.022","-0.023","1.110","1.073","70.279","72.525","74.191","75.176","63.44","66.89","80.27","80.42","60.09","63.35","77.25","77.50","58.11","61.20","75.67","75.95","-0.234","-0.027","0.15909","0.15844","1.6000","220.68","220.75","223.17","223.17","-350","3"
"3.650","293","0.0000","1","1","0","1","0","1","0","0","0","1","1.15196","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.102","-0.0278","-0.834","239.41","-3.26","-2.874","-1.84","-1.721","349.1","9.69","8.561","0","0","0","0","0.0567","-7.0003460","-7.0003460","1.999","-11.164","0.287","-3.44","81.06","0.037","-0.1343","-1.70","100.00","0.0000","1.0000","223.51","1","0.0000","4","3","5","6","0","10202","0","49.484","8.000","291.83","1.0000","0","97.05","212.1","48.170","0","1.0000","0","3.66","3.66","0.00","0.000","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.67","15.06","15.06","28.32","28.32","32","-13.3","31.0","-52.4","60.3","0.0000","-181.86","-1.08","100","13.241","15.107","29.855","28.228","0","0","100.00","0.0000","0.0000","0.0000","0.0000","3638","4525","5849","5454","349.433","346.409","345.065","346.799","21.8683","22.1049","21.1127","21.2127","362.5000","362.5000","362.5000","362.5000","99.9929","99.9865","99.9798","99.9777","0.231","-0.043","-0.080","0.232","-0.012","-0.022","1.357","1.296","70.289","72.539","74.220","75.202","63.40","66.81","80.29","80.41","60.05","63.27","77.27","77.49","58.07","61.12","75.69","75.94","-0.214","-0.024","0.15843","0.15660","1.6000","220.39","220.51","223.32","223.32","-350","3"
"3.700","297","0.0000","1","1","0","1","0","1","0","0","0","1","1.15193","24","0","0.000","0.00","52.999997000","0.00","24.00","24.00","24.03","24.03","0.156","0.1266","-1.269","245.11","-3.22","-3.018","-1.76","-1.698","353.3","9.34","8.698","0","0","0","0","0.0576","-7.0003460","-7.0003460","1.755","4.204","-0.023","-4.95","81.04","0.109","0.2535","-1.75","100.00","0.0000","1.0000","224.71","1","0.0000","4","3","5","6","0","10257","0","49.482","8.000","291.75","0.0000","0","97.01","215.1","48.243","0","1.0000","0","3.71","3.71","0.00","0.000","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","83.33","14.27","14.27","39.12","39.12","32","-18.7","33.9","-33.8","56.9","0.0000","-181.91","-0.32","100","13.099","14.319","21.391","19.746","0","0","100.00","0.0000","0.0000","0.0000","0.0000","4287","4581","5364","5269","347.029","346.284","348.009","348.404","21.8694","22.1063","21.1142","21.2140","362.5000","362.5000","362.5000","362.5000","99.9929","99.9865","99.9798","99.9776","0.219","-0.037","-0.030","0.287","-0.059","-0.054","1.887","1.829","70.300","72.552","74.235","75.216","63.30","66.67","80.09","80.18","59.96","63.14","77.08","77.27","57.98","61.00","75.50","75.73","-0.153","-0.083","0.15509","0.15296","1.6000","220.62","220.75","224.93","224.93","-350","3"
