"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"31.450","1858","0.0000","1","1","0","1","0","1","0","0","0","1","1.15092","24","0","0.0000","0.00","52.999997000","24.08","244.36","248.05","219.67","220.80","0.559","-1.412","0.4930","245.20","17.13","-3.27","-1.82","-1.606","-177.4","-241.08","16.272","0","0","0","0","0.3579","-7.0003460","-7.0003460","-2.985","0.646","-0.630","8.90","72.14","-0.074","-0.0535","-1.89","100","0.0000","0.0000","195.49","1","1.0000","4","3","5","6","0","10230","0","28.6101","7.000","259.69","1.0000","0","91.41","1202.3","9.436","0","0.0000","0","31.46","31.46","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","-1.19","-1.19","28.34","28.34","32","363.2","23.2","-87.8","77.7","0.0000","-114.31","0.77","100","20.778","17.272","25.132","26.166","0","0","0.00","0.0000","0.0000000","0.0000","0","7759","6473","6698","7386","334.778","339.437","344.117","342.133","21.8729","21.7741","21.8481","21.7884","362.5000","362.5000","362.5000","362.5000","99.9270","99.9301","99.8982","99.8985","-0.11","-0.32","-0.19","0.10","-0.87","-0.72","-0.55","-0.60","81.712","80.741","93.597","92.989","92.44","80.52","92.41","89.33","86.72","75.713","89.81","86.46","83.56","73.006","88.34","84.69","-0.070","-0.195","0.14266","0.14294","1.3005","195.52","195.70","195.91","195.91","-350","3"
"31.500","1862","0.0000","1","1","0","1","0","1","0","0","0","1","1.15095","24","0","0.0000","0.00","52.999997000","29.38","247.71","251.40","222.22","223.35","-0.112","-1.638","-0.0242","249.72","-2.93","-3.00","-1.80","-1.520","-180.8","-240.19","16.091","0","0","0","0","0.3585","-7.0003460","-7.0003460","-2.905","1.005","-0.388","-8.42","71.39","0.042","-0.0047","1.67","100","0.0000","0.0000","193.17","1","1.0000","4","3","5","6","0","10108","0","28.6100","7.000","257.02","0.0000","0","91.49","1202.7","3.926","0","1.0000","0","31.51","31.51","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","4.87","4.87","31.77","31.77","32","-59.8","19.9","-60.6","68.7","0.0000","-114.36","3.15","100","17.046","16.666","22.744","26.041","0","0","0.00","0.0000","0.0000000","0.0000","0","6169","5797","6078","6403","340.545","341.546","345.955","344.747","21.8750","21.7758","21.8495","21.7900","362.5000","362.5000","362.5000","362.5000","99.9270","99.9301","99.8981","99.8985","-0.01","-0.28","-0.11","0.17","-0.93","-0.88","-0.80","-0.74","81.732","80.757","93.610","93.005","92.31","80.53","92.12","89.14","86.61","75.723","89.54","86.28","83.46","73.015","88.06","84.51","0.118","-0.378","0.14011","0.14199","1.1798","193.28","193.33","193.60","193.60","-350","3"
"31.550","1865","0.0000","1","1","0","1","0","1","0","0","0","1","1.15097","24","0","0.0000","0.00","52.999997000","29.17","251.46","255.13","225.10","226.22","0.474","-1.650","0.2802","252.19","-3.01","-3.03","-1.40","-1.477","-184.3","-239.28","15.906","0","0","0","0","0.3592","-7.0003460","-7.0003460","-2.878","-3.765","-0.364","19.53","70.58","-0.233","0.0685","8.56","100","0.0000","0.0000","190.78","1","1.0000","4","3","5","6","0","9984","0","28.6099","7.000","254.09","1.0000","0","91.57","1202.8","1.546","0","1.0000","0","31.56","31.56","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","11.96","11.96","29.80","29.80","32","-32.7","17.4","-123.2","-6.2","0.0000","-114.41","-0.09","100","14.457","15.231","25.741","23.790","0","0","0.00","0.0000","0.0000000","0.0000","0","4838","4535","6343","7202","346.113","346.236","344.617","343.005","21.8770","21.7771","21.8511","21.7913","362.5000","362.5000","362.5000","362.5000","99.9269","99.9300","99.8981","99.8985","0.06","-0.22","-0.61","-0.28","-1.05","-0.96","-0.98","-0.69","81.751","80.769","93.626","93.017","92.17","80.46","91.84","88.88","86.48","75.658","89.31","86.04","83.34","72.950","87.89","84.28","-0.070","-0.180","0.14890","0.14180","1.0644","191.05","190.64","191.19","191.19","-350","3"
"31.600","1869","0.0000","1","1","0","1","0","1","0","0","0","1","1.15099","24","0","0.0000","0.00","52.999997000","29.17","255.12","258.79","227.91","229.04","-0.132","-1.611","-0.5941","256.42","-2.74","-3.08","-0.37","-1.627","-187.6","-238.43","15.727","0","0","0","0","0.3599","-7.0003460","-7.0003460","-3.232","-6.058","-0.616","-16.52","69.82","-0.315","-0.1814","0.55","100","0.0000","0.0000","188.23","1","1.0000","4","3","5","6","0","9850","0","28.6098","7.000","251.37","0.0000","0","91.66","1202.9","0.609","0","1.0000","0","31.61","31.61","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","6.87","6.87","41.42","41.42","32","-40.9","39.3","-38.4","7.4","0.0000","-114.46","-3.33","100","15.592","14.652","21.269","21.001","0","0","0.00","0.0000","0.0000000","0.0000","0","6765","5316","4956","2966","339.149","343.676","349.820","353.851","21.8785","21.7784","21.8520","21.7922","362.5000","362.5000","362.5000","362.5000","99.9269","99.9300","99.8981","99.8984","0.14","-0.08","-0.36","-0.07","-0.91","-1.01","-1.03","-1.04","81.765","80.781","93.634","93.026","91.98","80.41","91.55","88.61","86.31","75.614","89.03","85.78","83.18","72.909","87.62","84.03","-0.342","0.089","0.13843","0.14171","0.9667","188.78","188.65","188.73","188.73","-350","3"
"31.650","1872","0.0000","1","1","0","1","0","1","0","0","0","1","1.15102","24","0","0.0000","0.00","52.999997000","28.91","258.52","262.18","230.50","231.62","-0.003","-1.287","-0.2418","255.68","-1.30","-3.07","-1.32","-1.259","-191.0","-237.54","15.532","0","0","0","0","0.3605","-7.0003460","-7.0003460","-3.121","3.551","-0.390","6.19","69.02","-0.138","0.1839","-4.25","100","0.0000","0.0000","188.51","1","1.0000","4","3","5","6","0","11251","0","28.6089","6.000","248.47","1.0000","0","91.71","1202.9","0.253","0","1.0000","0","31.66","31.66","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","13.08","13.08","34.17","34.17","32","-0.2","30.4","-81.7","62.0","0.0000","-114.51","-3.69","100","14.120","14.024","20.319","19.967","0","0","56.00","0.0000","0.0000000","0.0000","0","4774","4455","7168","7109","346.776","346.514","343.606","343.579","21.8805","21.7795","21.8530","21.7929","362.5000","362.5000","362.5000","362.5000","99.9268","99.9299","99.8980","99.8984","0.18","-0.05","-0.20","0.10","-1.09","-1.05","0.03","-0.14","81.784","80.792","93.644","93.033","91.85","80.34","91.27","88.33","86.19","75.547","88.76","85.51","83.08","72.843","87.35","83.77","-0.459","0.212","0.13940","0.13811","0.9859","186.59","186.91","187.88","187.93","-350","3"
"31.700","1876","0.0000","1","1","0","1","0","1","0","0","0","1","1.15105","24","0","0.0000","0.00","52.999997000","29.01","262.26","265.93","233.33","234.45","0.020","-1.595","-0.1298","253.48","-2.98","-2.88","-1.14","-1.287","-194.5","-236.65","15.331","0","0","0","0","0.3613","-7.0003460","-7.0003460","-3.199","-2.313","-0.169","-4.22","68.25","0.061","0.0195","-1.61","100","0.0000","0.0000","184.38","1","1.0000","4","3","5","6","0","11004","0","28.6086","6.000","245.69","0.0000","0","91.80","1202.9","0.094","0","1.0000","0","31.71","31.71","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","6.67","6.67","36.20","36.20","32","-51.0","20.4","-17.2","71.0","0.0000","-114.56","3.38","100","15.422","16.124","21.435","23.920","0","0","0.00","0.0000","0.0000000","0.0000","0","5658","5971","4341","6284","342.772","341.107","351.441","345.184","21.8825","21.7810","21.8544","21.7945","362.5000","362.5000","362.5000","362.5000","99.9268","99.9298","99.8980","99.8984","-0.00","-0.26","-0.05","0.25","-0.97","-0.87","-0.87","-0.93","81.803","80.806","93.657","93.048","91.73","80.31","90.98","88.13","86.08","75.518","88.48","85.32","82.97","72.815","87.08","83.59","0.013","-0.270","0.14114","0.13937","0.9037","184.34","184.88","184.84","184.84","-350","3"
"31.750","1879","0.0000","1","1","0","1","0","1","0","0","0","1","1.15107","24","0","0.0000","0.00","52.999997000","28.17","265.69","269.35","235.89","237.02","-0.539","-1.576","-0.1112","252.14","-1.57","-3.08","-1.28","-1.439","-197.9","-235.77","15.136","0","0","0","0","0.3619","-7.0003460","-7.0003460","-3.284","-1.828","-0.302","7.20","67.44","0.018","-0.1198","5.92","100","0.0000","0.0000","182.28","1","1.0000","4","3","5","6","0","10879","0","28.6085","6.000","242.78","1.0000","0","91.88","1202.9","0.000","0","1.0000","0","31.76","31.76","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","3.27","3.27","36.07","36.07","32","-146.2","-17.9","-51.6","26.8","0.0000","-114.61","8.73","100","17.914","14.634","23.512","22.127","0","0","0.00","0.0000","0.0000000","0.0000","0","8618","5156","5167","5297","333.997","344.194","348.696","347.909","21.8847","21.7823","21.8558","21.7955","362.5000","362.5000","362.5000","362.5000","99.9267","99.9298","99.8980","99.8983","-0.39","-0.61","-0.30","-0.01","-0.89","-0.92","-1.00","-0.76","81.824","80.818","93.671","93.058","91.67","80.29","90.78","87.91","86.03","75.499","88.29","85.11","82.92","72.795","86.89","83.38","0.504","-0.763","0.13958","0.14063","0.8217","182.80","182.36","182.63","182.68","-350","3"
"31.800","1882","0.0000","1","1","0","1","0","1","0","0","0","1","1.15109","24","0","0.0000","0.00","52.999997000","27.33","268.58","272.22","238.04","239.17","-0.770","-1.582","-0.3405","257.99","-2.81","-3.00","-1.72","-1.379","-200.7","-235.02","14.970","0","0","0","0","0.3625","-7.0003460","-7.0003460","-3.300","0.641","-0.216","-2.24","66.74","-0.167","-0.0605","11.56","100","0.0000","0.0000","180.44","1","1.0000","4","3","5","6","0","10770","0","28.6084","6.000","240.28","0.0000","0","91.96","1202.9","0.000","0","1.0000","0","31.81","31.81","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","12.63","12.63","38.44","38.44","32","-72.0","-24.8","-89.3","-4.1","0.0000","-114.66","11.30","100","16.555","13.252","22.282","20.295","0","0","0.00","0.0000","0.0000000","0.0000","0","4573","4066","5553","4786","346.534","347.714","349.143","349.224","21.8863","21.7832","21.8567","21.7962","362.5000","362.5000","362.5000","362.5000","99.9266","99.9297","99.8979","99.8983","-0.56","-0.81","-0.56","-0.27","-1.04","-1.01","-1.09","-0.72","81.839","80.826","93.679","93.064","91.59","80.28","90.58","87.67","85.96","75.491","88.11","84.88","82.85","72.786","86.71","83.16","0.747","-0.999","0.13709","0.14161","0.7562","181.05","180.20","180.84","180.76","-350","3"
"31.850","1886","0.0000","1","1","0","1","0","1","0","0","0","1","1.15112","24","0","0.0000","0.00","52.999997000","26.54","271.71","275.32","240.37","241.48","-1.119","-1.539","-0.0511","257.50","-2.72","-3.31","-1.42","-1.765","-204.0","-234.13","14.772","0","0","0","0","0.3631","-7.0003460","-7.0003460","-3.379","-2.095","-0.567","-4.74","66.02","-0.402","0.0019","13.52","100","0.0000","0.0000","178.41","1","1.0000","4","3","5","6","0","10648","0","28.6083","6.000","237.67","1.0000","0","92.03","1202.9","0.000","0","1.0000","0","31.85","31.85","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","10.31","10.31","39.36","39.36","32","-170.1","-22.9","-132.8","-12.2","0.0000","-114.71","11.56","100","16.962","12.331","24.560","17.070","0","0","0.00","0.0000","0.0000000","0.0000","0","6732","3323","6175","3571","339.010","350.243","346.835","352.498","21.8879","21.7839","21.8579","21.7966","362.5000","362.5000","362.5000","362.5000","99.9266","99.9296","99.8979","99.8983","-0.75","-1.00","-0.80","-0.52","-0.91","-1.10","-0.97","-0.81","81.855","80.832","93.690","93.067","91.54","80.25","90.44","87.39","85.91","75.457","87.97","84.62","82.82","72.752","86.58","82.90","0.800","-1.051","0.13635","0.14092","0.6928","179.25","177.95","179.06","178.52","-350","3"
"31.900","1889","0.0000","1","1","0","1","0","1","0","0","0","1","1.15115","24","0","0.0000","0.00","52.999997000","24.81","274.62","278.20","242.50","243.61","-1.494","-1.509","0.0638","255.33","-3.47","-3.47","-1.22","-1.740","-207.3","-233.22","14.569","0","0","0","0","0.3638","-7.0003460","-7.0003460","-3.371","-2.114","-0.539","-8.14","65.22","-0.591","0.0953","13.90","100","0.0000","0.0000","176.51","1","1.0000","4","3","5","6","0","10535","0","28.6082","6.000","234.80","0.0000","0","92.11","1202.9","0.000","0","1.0000","0","31.91","31.91","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","11.28","11.28","34.41","34.41","32","-61.5","-22.8","-244.4","-38.4","0.0000","-114.76","11.61","100","17.162","10.752","23.587","18.599","0","0","0.00","0.0000","0.0000000","0.0000","0","4412","3058","8001","4744","338.658","351.194","341.068","348.999","21.8900","21.7845","21.8590","21.7973","362.5000","362.5000","362.5000","362.5000","99.9265","99.9296","99.8978","99.8983","-0.20","-1.12","-0.98","-0.70","1.29","-1.11","-0.95","-0.63","81.874","80.838","93.701","93.073","91.53","80.21","90.33","87.20","85.91","75.422","87.87","84.43","82.81","72.715","86.48","82.72","0.779","-1.027","0.13522","0.14321","0.6285","176.69","175.71","176.99","176.64","-350","3"
"31.950","1892","0.0000","1","1","0","1","0","1","0","0","0","1","1.15117","24","0","0.0000","0.00","52.999997000","22.92","276.94","280.49","244.18","245.29","-1.512","-1.446","-0.5089","260.17","-3.06","-3.36","-1.83","-1.690","-210.1","-232.41","14.394","0","0","0","0","0.3644","-7.0003460","-7.0003460","-3.606","-4.819","-0.422","3.82","64.60","-0.610","-0.1305","14.45","100","0.0000","0.0000","174.46","1","1.0000","4","3","5","6","0","10412","0","28.6081","6.000","232.58","1.0000","0","92.17","1202.9","0.000","0","1.0000","0","31.95","31.95","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","11.35","11.35","42.34","42.34","32","-182.1","-47.4","-85.1","-22.3","0.0000","-114.80","14.40","100","16.882","10.896","24.764","16.279","0","0","0.00","0.0000","0.0000000","0.0000","0","6122","3910","4401","3354","341.044","348.861","351.632","353.240","21.8917","21.7850","21.8602","21.7977","362.5000","362.5000","362.5000","362.5000","99.9263","99.9295","99.8978","99.8982","-1.09","-1.33","-1.07","-0.78","-0.90","-1.03","-1.09","-0.80","81.891","80.842","93.712","93.076","91.58","80.19","90.28","87.00","85.96","75.397","87.82","84.24","82.86","72.686","86.44","82.53","0.956","-1.203","0.13702","0.14139","0.5802","175.44","174.04","175.03","174.70","-350","3"
"32.000","1895","0.0000","1","1","0","1","0","1","0","0","0","1","1.15119","24","0","0.0000","0.00","52.999997000","19.93","279.25","282.76","245.81","246.91","-1.896","-1.291","-0.1351","257.91","-2.94","-3.74","-1.29","-1.984","-213.2","-231.45","14.188","0","0","0","0","0.3650","-7.0003460","-7.0003460","-3.593","5.288","-0.582","-7.34","63.91","-0.776","-0.0045","21.45","100","0.0000","0.0000","172.98","1","1.0000","4","3","5","6","0","10324","0","28.6080","6.000","230.11","0.0000","0","92.23","1202.9","0.000","0","0.0000","0","32.01","32.01","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","7.18","7.18","42.11","42.11","32","-349.2","-39.5","-174.8","-28.2","0.0000","-114.85","19.66","100","19.709","11.181","22.811","14.463","0","0","0.00","0.0000","0.0000000","0.0000","0","8265","3154","6007","3158","333.699","351.024","346.756","353.958","21.8940","21.7857","21.8610","21.7978","362.5000","362.5000","362.5000","362.5000","99.9262","99.9294","99.8977","99.8982","-1.39","-1.63","-1.34","-1.07","-0.76","-0.95","-1.11","-0.82","81.912","80.849","93.719","93.077","91.73","80.26","90.18","86.77","86.10","75.455","87.73","84.02","82.99","72.734","86.35","82.31","1.351","-1.606","0.13506","0.14130","0.5305","174.35","172.41","173.63","172.79","-350","3"
"32.050","1898","0.0000","1","1","0","1","0","1","0","0","0","1","1.15122","24","0","0.0000","0.00","52.999997000","15.89","281.15","284.62","247.08","248.17","-2.356","-1.124","0.2500","255.17","-2.66","-3.85","-1.45","-2.339","-216.4","-230.44","13.981","0","0","0","0","0.3656","-7.0003460","-7.0003460","-3.428","-4.446","-0.650","-3.39","63.25","-0.842","0.0931","19.91","100","0.0000","0.0000","171.50","1","1.0000","4","3","5","6","0","10236","0","28.6079","6.000","227.73","1.0000","0","92.29","1202.9","0.000","0","0.0000","0","32.06","32.06","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","13.67","13.67","31.29","31.29","32","-291.9","-27.2","-396.7","-60.4","0.0000","-114.91","26.41","100","17.833","8.996","28.783","16.976","0","0","0.00","0.0000","0.0000000","0.0000","0","6604","2192","9072","4536","339.217","354.513","337.985","349.663","21.8962","21.7859","21.8628","21.7984","362.5000","362.5000","362.5000","362.5000","99.9260","99.9293","99.8976","99.8981","-2.00","-2.29","-1.41","-1.13","-0.64","-1.06","-0.76","-0.42","81.933","80.850","93.737","93.083","91.96","80.26","90.30","86.68","86.35","75.450","87.84","83.93","83.27","72.721","86.46","82.22","1.862","-2.106","0.13631","0.14496","0.4834","172.49","170.13","172.25","171.41","-350","3"
"32.100","1902","0.0000","1","1","0","1","0","1","0","0","0","1","1.15125","24","0","0.0000","0.00","52.999997000","11.96","282.38","285.82","247.80","248.88","-2.619","-1.038","-0.3401","259.24","-2.72","-3.93","-0.96","-2.383","-219.4","-229.40","13.784","0","0","0","0","0.3662","-7.0003460","-7.0003460","-3.697","-2.085","-0.686","-6.75","62.73","-1.109","-0.1863","32.70","100","0.0000","0.0000","169.88","1","1.0000","4","3","5","6","0","10139","0","28.6078","6.000","225.86","0.0000","0","92.33","1202.9","0.000","0","0.0000","0","32.11","32.11","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","8.99","8.99","42.54","42.54","32","-396.7","-67.6","-169.6","-27.0","0.0000","-114.96","32.94","100","19.496","9.558","25.721","13.926","0","0","0.00","0.0000","0.0000000","0.0000","0","7499","3225","5204","2407","336.008","350.595","348.404","355.682","21.8983","21.7863","21.8639","21.7986","362.5000","362.5000","362.5000","362.5000","99.9257","99.9292","99.8975","99.8981","-2.38","-2.67","-1.96","-1.71","-0.57","-0.66","-1.00","-0.57","81.953","80.852","93.747","93.084","92.38","80.37","90.32","86.52","86.74","75.544","87.91","83.77","83.64","72.799","86.56","82.06","2.397","-2.647","0.13694","0.14305","0.4457","171.57","168.81","170.88","169.39","-350","3"
"32.150","1905","0.0000","1","1","0","1","0","1","0","0","0","1","1.15128","24","0","0.0000","0.00","52.999997000","8.81","283.15","286.56","248.14","249.21","-3.239","-0.939","-0.1275","259.02","-2.60","-3.91","-0.75","-2.595","-222.5","-228.30","13.580","0","0","0","0","0.3669","-7.0003460","-7.0003460","-3.591","0.746","-0.924","2.45","62.17","-1.727","0.0749","35.51","100","0.0000","0.0000","168.76","1","1.0000","4","3","5","6","0","10072","0","28.6077","6.000","223.89","1.0000","0","92.37","1202.9","0.000","0","0.0000","0","32.16","32.16","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","14.58","14.58","37.38","37.38","32","-361.2","-22.6","-411.6","-100.9","0.0000","-115.01","37.62","100","18.709","6.893","27.410","11.239","0","0","0.00","0.0000","0.0000000","0.0000","0","6856","1776","7800","4112","338.211","356.274","341.230","351.574","21.9007","21.7862","21.8652","21.7985","362.5000","362.5000","362.5000","362.5000","99.9254","99.9291","99.8973","99.8980","-3.30","-3.58","-2.65","-2.40","-0.43","-1.03","-0.76","-0.46","81.976","80.851","93.760","93.082","92.95","80.34","90.61","86.40","87.27","75.509","88.19","83.64","84.15","72.757","86.84","81.93","2.808","-3.049","0.13424","0.14191","0.4074","170.49","166.60","170.01","167.88","-350","3"
"32.200","1908","0.0000","1","1","0","1","0","1","0","0","0","1","1.15131","24","0","0.0000","0.00","52.999997000","6.97","283.63","287.00","248.23","249.29","-3.445","-0.867","-0.0020","257.51","-2.54","-4.16","-0.65","-2.634","-225.4","-227.14","13.375","0","0","0","0","0.3675","-7.0003460","-7.0003460","-3.647","-1.770","-1.113","-2.62","61.67","-1.952","0.0008","35.11","100","0.0000","0.0000","167.42","1","1.0000","4","3","5","6","0","9992","0","28.6076","6.000","222.12","0.0000","0","92.40","1202.9","0.000","0","0.0000","0","32.21","32.21","0.00","22.049","0.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","111.11","10.86","10.86","37.80","37.80","32","-499.8","-26.5","-395.2","-67.8","0.0000","-115.06","43.70","100","20.497","7.073","29.280","11.078","0","0","0.00","0.0000","0.0000000","0.0000","0","8258","1914","7568","3279","333.347","355.658","341.824","353.603","21.9031","21.7861","21.8668","21.7985","362.5000","362.5000","362.5000","362.5000","99.9250","99.9290","99.8971","99.8980","-3.96","-4.25","-2.85","-2.61","-0.39","-0.75","-0.75","-0.37","81.999","80.850","93.775","93.082","93.74","80.41","91.02","86.40","88.00","75.563","88.59","83.63","84.85","72.797","87.25","81.90","3.254","-3.502","0.13469","0.14294","0.3750","168.99","165.48","168.60","166.69","-350","3"
"32.250","1911","0.0000","1","1","0","1","0","1","0","0","0","1","1.15133","24","0","0.0000","0.00","52.999997000","5.72","283.84","287.19","248.13","249.19","-3.359","-0.780","-0.0743","258.44","-2.46","-4.30","-0.73","-2.598","-227.9","-226.07","13.199","0","0","0","0","0.3680","-7.0003460","-7.0003460","-3.623","0.698","-1.170","4.58","61.24","-2.161","-0.0323","37.16","100","0.0000","0.0000","166.39","1","1.0000","4","3","5","6","0","9931","0","28.6076","6.000","220.59","1.0000","0","92.43","1202.9","0.000","0","0.0000","0","32.26","32.26","0.00","22.049","1.0000","148","747.89741","13050","150.000006000","150.000006000","150.000006000","150.000006000","233.08147","1.6000","0.0000","1","1","166.66","13.20","13.20","37.15","37.15","32","-395.2","-7.6","-413.8","-82.1","0.0000","-115.11","48.28","100","21.631","6.637","29.700","10.937","0","0","0.00","0.0000","0.0000000","0.0000","0","7504","1083","7705","3507","335.480","358.932","341.482","352.975","21.9055","21.7860","21.8682","21.7986","362.5000","362.5000","362.5000","362.5000","99.9245","99.9289","99.8969","99.8979","-4.52","-4.80","-3.14","-2.91","-0.31","-0.74","-0.72","-0.33","82.022","80.849","93.788","93.081","94.66","80.50","91.43","86.41","88.85","75.630","89.01","83.63","85.67","72.849","87.67","81.90","3.651","-3.901","0.13477","0.14326","0.3491","167.97","164.31","167.62","165.57","-350","3"
